order_sk,order_id,date_id,channel_sk,store_sk,customer_sk,billing_location_sk,shipping_location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
6951,1000006950,20240531,1,,575,456,1822,FULFILLED,51600.0,10836.0,900.0,63336.0
6952,1000006951,20250309,1,,614,2084,2259,PAID,68407.5,14365.58,900.0,83673.08
6953,1000006952,20250214,1,,993,2440,790,FULFILLED,47100.0,9891.0,1200.0,58191.0
6954,1000006953,20250322,1,,1217,410,1843,FULFILLED,45000.0,9450.0,1500.0,55950.0
6955,1000006954,20240602,1,,460,2350,1649,CANCELLED,24720.0,5191.2,1200.0,31111.2
6956,1000006955,20250804,1,,1068,,2012,FULFILLED,22800.0,4788.0,1200.0,28788.0
6957,1000006956,20250330,1,,1285,2651,335,FULFILLED,32400.0,6804.0,900.0,40104.0
6958,1000006957,20241130,1,,317,132,1630,CANCELLED,36300.0,7623.0,0.0,43923.0
6959,1000006958,20241213,1,,960,510,1492,FULFILLED,28500.0,5985.0,1500.0,35985.0
6960,1000006959,20241116,2,2,336,1672,2,FULFILLED,44100.0,9261.0,0.0,53361.0
6961,1000006960,20240510,2,2,1246,1896,2,CANCELLED,21600.0,4536.0,0.0,26136.0
6962,1000006961,20250527,2,4,1388,988,4,CANCELLED,74055.0,15551.55,0.0,89606.55
6963,1000006962,20250403,2,4,1102,,4,REFUNDED,12000.0,2520.0,0.0,14520.0
6964,1000006963,20241226,2,2,414,,2,FULFILLED,53100.0,11151.0,0.0,64251.0
6965,1000006964,20240321,1,,712,2307,1982,FULFILLED,48510.0,10187.1,1200.0,59897.1
6966,1000006965,20250410,1,,848,763,3106,CANCELLED,31752.0,6667.92,0.0,38419.92
6967,1000006966,20250607,2,2,998,1330,2,FULFILLED,91140.0,19139.4,0.0,110279.4
6968,1000006967,20241225,1,,606,2233,2526,FULFILLED,52020.0,10924.2,0.0,62944.2
6969,1000006968,20250128,1,,94,2331,2930,CANCELLED,47250.0,9922.5,0.0,57172.5
6970,1000006969,20240117,2,3,1289,2729,3,FULFILLED,15750.0,3307.5,0.0,19057.5
6971,1000006970,20241020,1,,697,766,790,FULFILLED,29400.0,6174.0,1200.0,36774.0
6972,1000006971,20240324,1,,739,392,2338,CANCELLED,21600.0,4536.0,900.0,27036.0
6973,1000006972,20250612,2,4,235,,4,PAID,48570.0,10199.7,0.0,58769.7
6974,1000006973,20250616,1,,414,66,728,FULFILLED,45000.0,9450.0,1500.0,55950.0
6975,1000006974,20250423,1,,487,2841,1778,FULFILLED,24696.0,5186.16,0.0,29882.16
6976,1000006975,20240920,2,1,632,1938,1,PAID,14850.0,3118.5,0.0,17968.5
6977,1000006976,20241104,2,4,1405,2710,4,FULFILLED,37800.0,7938.0,0.0,45738.0
6978,1000006977,20250709,1,,1306,2116,2805,FULFILLED,31752.0,6667.92,900.0,39319.92
6979,1000006978,20250323,2,1,863,3041,1,CANCELLED,11760.0,2469.6,0.0,14229.6
6980,1000006979,20240708,1,,872,2455,827,FULFILLED,45000.0,9450.0,1200.0,55650.0
6981,1000006980,20241230,2,2,113,505,2,PAID,12000.0,2520.0,0.0,14520.0
6982,1000006981,20240420,1,,1064,,2898,CREATED,30000.0,6300.0,1200.0,37500.0
6983,1000006982,20250203,2,2,600,516,2,FULFILLED,40500.0,8505.0,0.0,49005.0
6984,1000006983,20241215,2,2,246,379,2,CANCELLED,52170.0,10955.7,0.0,63125.7
6985,1000006984,20240512,1,,208,1948,2514,FULFILLED,40500.0,8505.0,0.0,49005.0
6986,1000006985,20240114,1,,559,2077,1004,FULFILLED,24000.0,5040.0,1200.0,30240.0
6987,1000006986,20250630,1,,235,336,1317,PAID,36300.0,7623.0,0.0,43923.0
6988,1000006987,20240316,2,1,666,1994,1,FULFILLED,40500.0,8505.0,0.0,49005.0
6989,1000006988,20250828,1,,314,817,2702,FULFILLED,36000.0,7560.0,900.0,44460.0
6990,1000006989,20240402,2,1,1183,1130,1,PAID,36000.0,7560.0,0.0,43560.0
6991,1000006990,20250427,1,,372,,1534,PAID,12000.0,2520.0,900.0,15420.0
6992,1000006991,20250922,1,,979,186,1953,FULFILLED,24300.0,5103.0,900.0,30303.0
6993,1000006992,20250829,1,,183,3151,1268,FULFILLED,101070.0,21224.7,900.0,123194.7
6994,1000006993,20240811,2,1,1148,2624,1,FULFILLED,23100.0,4851.0,0.0,27951.0
6995,1000006994,20240727,1,,695,257,2049,CREATED,40500.0,8505.0,1200.0,50205.0
6996,1000006995,20240625,2,3,1076,1257,3,FULFILLED,47040.0,9878.4,0.0,56918.4
6997,1000006996,20250908,2,2,487,3115,2,FULFILLED,13200.0,2772.0,0.0,15972.0
6998,1000006997,20250710,1,,1209,30,220,FULFILLED,36300.0,7623.0,1200.0,45123.0
6999,1000006998,20240607,1,,190,1414,2077,FULFILLED,45000.0,9450.0,0.0,54450.0
7000,1000006999,20250129,1,,637,3147,1627,FULFILLED,12825.0,2693.25,0.0,15518.25
7001,1000007000,20250823,1,,547,398,2418,FULFILLED,14250.0,2992.5,1500.0,18742.5
7002,1000007001,20240805,2,1,1015,739,1,REFUNDED,44100.0,9261.0,0.0,53361.0
7003,1000007002,20241123,1,,1019,992,1472,PAID,46305.0,9724.05,900.0,56929.05
7004,1000007003,20241230,2,3,962,277,3,CANCELLED,35280.0,7408.8,0.0,42688.8
7005,1000007004,20250621,2,1,158,828,1,FULFILLED,70986.0,14907.06,0.0,85893.06
7006,1000007005,20240213,1,,885,2610,2066,FULFILLED,50400.0,10584.0,0.0,60984.0
7007,1000007006,20240117,2,3,843,2336,3,FULFILLED,68850.0,14458.5,0.0,83308.5
7008,1000007007,20250706,1,,292,1261,2433,FULFILLED,23760.0,4989.6,0.0,28749.6
7009,1000007008,20250203,2,2,445,1383,2,FULFILLED,11760.0,2469.6,0.0,14229.6
7010,1000007009,20250303,1,,171,2661,811,FULFILLED,40500.0,8505.0,900.0,49905.0
7011,1000007010,20250930,1,,961,2621,2385,FULFILLED,57823.5,12142.94,1200.0,71166.44
7012,1000007011,20250904,1,,1065,2663,779,FULFILLED,10800.0,2268.0,1200.0,14268.0
7013,1000007012,20240526,2,2,1464,1458,2,CANCELLED,63360.0,13305.6,0.0,76665.6
7014,1000007013,20240324,1,,663,2927,207,FULFILLED,15000.0,3150.0,1200.0,19350.0
7015,1000007014,20241230,2,2,208,2161,2,FULFILLED,22140.0,4649.4,0.0,26789.4
7016,1000007015,20241203,1,,45,2859,118,FULFILLED,13200.0,2772.0,1200.0,17172.0
7017,1000007016,20240409,1,,136,1544,225,FULFILLED,44100.0,9261.0,900.0,54261.0
7018,1000007017,20240413,2,1,178,979,1,FULFILLED,63630.0,13362.3,0.0,76992.3
7019,1000007018,20250729,2,2,1346,2441,2,FULFILLED,46320.0,9727.2,0.0,56047.2
7020,1000007019,20240914,1,,1330,2170,2260,FULFILLED,64044.0,13449.24,900.0,78393.24
7021,1000007020,20250715,1,,317,,1353,FULFILLED,14250.0,2992.5,1500.0,18742.5
7022,1000007021,20240926,1,,348,1031,840,FULFILLED,27000.0,5670.0,1500.0,34170.0
7023,1000007022,20240917,2,2,456,3093,2,FULFILLED,62910.0,13211.1,0.0,76121.1
7024,1000007023,20250824,1,,1282,1276,715,PAID,48210.0,10124.1,900.0,59234.1
7025,1000007024,20240117,2,1,270,3198,1,FULFILLED,10584.0,2222.64,0.0,12806.64
7026,1000007025,20241220,1,,1080,2058,2386,FULFILLED,21600.0,4536.0,0.0,26136.0
7027,1000007026,20240515,2,1,1500,1404,1,FULFILLED,36450.0,7654.5,0.0,44104.5
7028,1000007027,20240113,1,,353,1647,206,FULFILLED,35280.0,7408.8,1200.0,43888.8
7029,1000007028,20240103,1,,701,90,2336,FULFILLED,86070.0,18074.7,900.0,105044.7
7030,1000007029,20241028,2,4,409,1843,4,FULFILLED,27000.0,5670.0,0.0,32670.0
7031,1000007030,20240316,1,,1377,2959,2833,FULFILLED,60750.0,12757.5,900.0,74407.5
7032,1000007031,20250205,2,3,240,3175,3,FULFILLED,14850.0,3118.5,0.0,17968.5
7033,1000007032,20241026,1,,75,2322,2640,FULFILLED,21600.0,4536.0,900.0,27036.0
7034,1000007033,20250524,1,,1008,1445,133,FULFILLED,10800.0,2268.0,1500.0,14568.0
7035,1000007034,20240220,1,,1066,1246,1791,FULFILLED,9720.0,2041.2,1200.0,12961.2
7036,1000007035,20240923,2,2,474,2291,2,FULFILLED,14250.0,2992.5,0.0,17242.5
7037,1000007036,20240223,1,,198,1512,1358,FULFILLED,30000.0,6300.0,900.0,37200.0
7038,1000007037,20250331,1,,561,2464,436,FULFILLED,52110.0,10943.1,1200.0,64253.1
7039,1000007038,20250722,1,,1162,2618,1230,FULFILLED,60675.0,12741.75,900.0,74316.75
7040,1000007039,20250713,1,,1015,1673,2201,FULFILLED,60000.0,12600.0,900.0,73500.0
7041,1000007040,20240617,2,3,823,,3,FULFILLED,28500.0,5985.0,0.0,34485.0
7042,1000007041,20250323,2,2,1321,55,2,PAID,40278.0,8458.38,0.0,48736.38
7043,1000007042,20240910,1,,1114,1212,283,FULFILLED,30780.0,6463.8,1200.0,38443.8
7044,1000007043,20240628,1,,419,2779,2101,FULFILLED,21600.0,4536.0,1200.0,27336.0
7045,1000007044,20240820,2,1,1377,,1,CANCELLED,42750.0,8977.5,0.0,51727.5
7046,1000007045,20240201,1,,919,762,2930,FULFILLED,45000.0,9450.0,0.0,54450.0
7047,1000007046,20240705,1,,399,2832,1008,FULFILLED,12000.0,2520.0,1200.0,15720.0
7048,1000007047,20250429,1,,412,1903,757,REFUNDED,11970.0,2513.7,1200.0,15683.7
7049,1000007048,20240921,1,,326,2059,1240,PAID,12000.0,2520.0,1200.0,15720.0
7050,1000007049,20250308,2,2,876,1882,2,PAID,30000.0,6300.0,0.0,36300.0
7051,1000007050,20241005,2,2,1233,2569,2,REFUNDED,24300.0,5103.0,0.0,29403.0
7052,1000007051,20250625,1,,346,,2104,CANCELLED,45000.0,9450.0,1200.0,55650.0
7053,1000007052,20241006,1,,255,736,2508,PAID,34200.0,7182.0,0.0,41382.0
7054,1000007053,20240101,1,,1074,1917,1626,FULFILLED,24696.0,5186.16,900.0,30782.16
7055,1000007054,20240126,1,,1259,553,732,FULFILLED,23760.0,4989.6,1500.0,30249.6
7056,1000007055,20250313,2,4,95,682,4,FULFILLED,27000.0,5670.0,0.0,32670.0
7057,1000007056,20250829,2,4,498,3056,4,FULFILLED,14962.5,3142.12,0.0,18104.62
7058,1000007057,20241004,1,,214,1240,286,FULFILLED,90705.0,19048.05,900.0,110653.05
7059,1000007058,20240107,2,2,346,2937,2,PAID,22020.0,4624.2,0.0,26644.2
7060,1000007059,20250507,1,,1205,1247,206,CREATED,38115.0,8004.15,900.0,47019.15
7061,1000007060,20250813,1,,1398,2121,1440,FULFILLED,30870.0,6482.7,1200.0,38552.7
7062,1000007061,20250524,1,,437,,22,FULFILLED,38808.0,8149.68,1500.0,48457.68
7063,1000007062,20250909,2,1,1265,2808,1,FULFILLED,23940.0,5027.4,0.0,28967.4
7064,1000007063,20240314,2,1,12,1989,1,PAID,28350.0,5953.5,0.0,34303.5
7065,1000007064,20250629,1,,500,1101,620,PAID,34830.0,7314.3,900.0,43044.3
7066,1000007065,20241127,1,,946,2131,1973,FULFILLED,81420.0,17098.2,1500.0,100018.2
7067,1000007066,20241009,2,2,1415,2488,2,FULFILLED,27000.0,5670.0,0.0,32670.0
7068,1000007067,20240519,1,,468,763,416,FULFILLED,42750.0,8977.5,0.0,51727.5
7069,1000007068,20250306,1,,1236,2068,18,FULFILLED,34200.0,7182.0,900.0,42282.0
7070,1000007069,20240223,1,,583,2566,260,PAID,63600.0,13356.0,1500.0,78456.0
7071,1000007070,20240724,1,,113,38,219,PAID,90000.0,18900.0,1200.0,110100.0
7072,1000007071,20250312,1,,266,2693,642,FULFILLED,27480.0,5770.8,900.0,34150.8
7073,1000007072,20240620,1,,1253,,1380,REFUNDED,24840.0,5216.4,0.0,30056.4
7074,1000007073,20240503,2,1,477,2599,1,FULFILLED,11970.0,2513.7,0.0,14483.7
7075,1000007074,20240531,1,,180,763,1701,PAID,39150.0,8221.5,900.0,48271.5
7076,1000007075,20240920,1,,1012,,1699,FULFILLED,59250.0,12442.5,900.0,72592.5
7077,1000007076,20240725,2,4,492,1388,4,CREATED,22800.0,4788.0,0.0,27588.0
7078,1000007077,20250823,2,3,488,1761,3,FULFILLED,14175.0,2976.75,0.0,17151.75
7079,1000007078,20240208,2,2,529,427,2,FULFILLED,36000.0,7560.0,0.0,43560.0
7080,1000007079,20240613,1,,956,,2282,FULFILLED,61020.0,12814.2,1200.0,75034.2
7081,1000007080,20240312,2,1,1377,3088,1,FULFILLED,13200.0,2772.0,0.0,15972.0
7082,1000007081,20240609,1,,905,2284,165,FULFILLED,42750.0,8977.5,900.0,52627.5
7083,1000007082,20240104,2,2,1468,1506,2,FULFILLED,91950.0,19309.5,0.0,111259.5
7084,1000007083,20250805,2,2,646,3009,2,FULFILLED,24000.0,5040.0,0.0,29040.0
7085,1000007084,20250528,1,,634,2324,2284,FULFILLED,60300.0,12663.0,900.0,73863.0
7086,1000007085,20241126,1,,1075,122,765,FULFILLED,36000.0,7560.0,900.0,44460.0
7087,1000007086,20240924,1,,1026,2434,2642,PAID,15000.0,3150.0,0.0,18150.0
7088,1000007087,20240326,1,,1226,2734,787,FULFILLED,32400.0,6804.0,1500.0,40704.0
7089,1000007088,20241207,1,,1224,1113,991,FULFILLED,33000.0,6930.0,1200.0,41130.0
7090,1000007089,20240721,2,2,407,2895,2,FULFILLED,12000.0,2520.0,0.0,14520.0
7091,1000007090,20250618,1,,971,748,2359,FULFILLED,12348.0,2593.08,1200.0,16141.08
7092,1000007091,20240822,1,,398,1716,3124,FULFILLED,14700.0,3087.0,1200.0,18987.0
7093,1000007092,20240822,2,2,724,1237,2,FULFILLED,25650.0,5386.5,0.0,31036.5
7094,1000007093,20240109,1,,1204,1692,170,PAID,51870.0,10892.7,1200.0,63962.7
7095,1000007094,20250211,1,,49,1666,2106,CANCELLED,13500.0,2835.0,0.0,16335.0
7096,1000007095,20250315,1,,818,28,2945,FULFILLED,45960.0,9651.6,900.0,56511.6
7097,1000007096,20240827,2,1,1457,,1,FULFILLED,25200.0,5292.0,0.0,30492.0
7098,1000007097,20250417,1,,206,775,1668,FULFILLED,36000.0,7560.0,900.0,44460.0
7099,1000007098,20240828,1,,483,501,1502,CREATED,47250.0,9922.5,1500.0,58672.5
7100,1000007099,20250912,1,,31,,842,FULFILLED,10800.0,2268.0,0.0,13068.0
7101,1000007100,20250312,1,,110,1522,3196,FULFILLED,45000.0,9450.0,0.0,54450.0
7102,1000007101,20250519,1,,447,2994,2866,PAID,36000.0,7560.0,900.0,44460.0
7103,1000007102,20241202,2,2,264,,2,FULFILLED,38475.0,8079.75,0.0,46554.75
7104,1000007103,20240130,2,4,1187,646,4,FULFILLED,11400.0,2394.0,0.0,13794.0
7105,1000007104,20240617,1,,134,844,745,PAID,35280.0,7408.8,1200.0,43888.8
7106,1000007105,20250929,1,,1412,136,2675,FULFILLED,12540.0,2633.4,900.0,16073.4
7107,1000007106,20250828,1,,1209,1273,1215,FULFILLED,16170.0,3395.7,1200.0,20765.7
7108,1000007107,20250330,2,4,621,2092,4,FULFILLED,70080.0,14716.8,0.0,84796.8
7109,1000007108,20250605,1,,1348,584,3189,FULFILLED,47100.0,9891.0,1200.0,58191.0
7110,1000007109,20241218,2,3,383,84,3,CANCELLED,22680.0,4762.8,0.0,27442.8
7111,1000007110,20240204,2,4,230,2702,4,FULFILLED,61710.0,12959.1,0.0,74669.1
7112,1000007111,20240522,1,,1420,1223,723,PAID,36000.0,7560.0,1200.0,44760.0
7113,1000007112,20250501,1,,1180,147,1566,FULFILLED,21600.0,4536.0,1500.0,27636.0
7114,1000007113,20250325,1,,1338,1339,3001,FULFILLED,28500.0,5985.0,1200.0,35685.0
7115,1000007114,20250605,2,2,168,,2,FULFILLED,45000.0,9450.0,0.0,54450.0
7116,1000007115,20240831,2,4,1465,1379,4,FULFILLED,11400.0,2394.0,0.0,13794.0
7117,1000007116,20250803,1,,832,3029,604,PAID,24000.0,5040.0,1500.0,30540.0
7118,1000007117,20250130,1,,569,,665,FULFILLED,30780.0,6463.8,1200.0,38443.8
7119,1000007118,20250422,2,4,845,2822,4,PAID,32400.0,6804.0,0.0,39204.0
7120,1000007119,20241215,1,,961,2335,2380,FULFILLED,25650.0,5386.5,1200.0,32236.5
7121,1000007120,20250227,2,3,1383,1598,3,PAID,23760.0,4989.6,0.0,28749.6
7122,1000007121,20250626,2,1,1211,,1,FULFILLED,28500.0,5985.0,0.0,34485.0
7123,1000007122,20250818,1,,316,1912,1675,FULFILLED,75450.0,15844.5,0.0,91294.5
7124,1000007123,20250418,1,,1067,612,553,CANCELLED,44160.0,9273.6,900.0,54333.6
7125,1000007124,20240907,2,3,916,,3,FULFILLED,47250.0,9922.5,0.0,57172.5
7126,1000007125,20240303,2,3,1125,608,3,FULFILLED,45000.0,9450.0,0.0,54450.0
7127,1000007126,20250607,2,4,1120,,4,FULFILLED,65160.0,13683.6,0.0,78843.6
7128,1000007127,20240311,1,,1130,2016,2307,FULFILLED,34200.0,7182.0,900.0,42282.0
7129,1000007128,20250924,1,,1426,1356,1322,FULFILLED,32400.0,6804.0,900.0,40104.0
7130,1000007129,20240905,2,1,101,1252,1,REFUNDED,45000.0,9450.0,0.0,54450.0
7131,1000007130,20240311,2,2,1233,2994,2,FULFILLED,19440.0,4082.4,0.0,23522.4
7132,1000007131,20240422,1,,441,1531,2146,FULFILLED,31500.0,6615.0,1200.0,39315.0
7133,1000007132,20241212,1,,1424,1350,1287,CANCELLED,32340.0,6791.4,900.0,40031.4
7134,1000007133,20240605,2,1,357,576,1,FULFILLED,10800.0,2268.0,0.0,13068.0
7135,1000007134,20250112,2,4,875,2965,4,FULFILLED,41760.0,8769.6,0.0,50529.6
7136,1000007135,20250801,1,,405,1760,1756,REFUNDED,49455.0,10385.55,0.0,59840.55
7137,1000007136,20250328,2,2,32,1951,2,FULFILLED,16170.0,3395.7,0.0,19565.7
7138,1000007137,20250204,1,,229,,3096,FULFILLED,40500.0,8505.0,1200.0,50205.0
7139,1000007138,20250412,1,,140,2921,2488,PAID,11340.0,2381.4,900.0,14621.4
7140,1000007139,20241028,1,,1271,1039,464,REFUNDED,21168.0,4445.28,900.0,26513.28
7141,1000007140,20250220,2,1,297,723,1,FULFILLED,67500.0,14175.0,0.0,81675.0
7142,1000007141,20241221,1,,171,1347,1116,FULFILLED,28500.0,5985.0,1200.0,35685.0
7143,1000007142,20241025,1,,1022,360,962,REFUNDED,25650.0,5386.5,1200.0,32236.5
7144,1000007143,20240830,2,1,425,2416,1,FULFILLED,13500.0,2835.0,0.0,16335.0
7145,1000007144,20240822,1,,250,1844,1970,FULFILLED,48450.0,10174.5,1500.0,60124.5
7146,1000007145,20241229,2,1,1472,1407,1,FULFILLED,14700.0,3087.0,0.0,17787.0
7147,1000007146,20250730,2,1,1294,1435,1,PAID,76650.0,16096.5,0.0,92746.5
7148,1000007147,20240507,2,4,364,2318,4,FULFILLED,41175.0,8646.75,0.0,49821.75
7149,1000007148,20250723,2,2,669,2080,2,PAID,21600.0,4536.0,0.0,26136.0
7150,1000007149,20250709,2,3,439,532,3,FULFILLED,42750.0,8977.5,0.0,51727.5
7151,1000007150,20241217,2,1,887,3104,1,FULFILLED,28500.0,5985.0,0.0,34485.0
7152,1000007151,20250721,2,2,1377,1987,2,PAID,125055.0,26261.55,0.0,151316.55
7153,1000007152,20250905,1,,390,1033,41,FULFILLED,32400.0,6804.0,1500.0,40704.0
7154,1000007153,20250730,2,4,1374,292,4,FULFILLED,36000.0,7560.0,0.0,43560.0
7155,1000007154,20250906,1,,751,564,1530,FULFILLED,44887.5,9426.38,1200.0,55513.88
7156,1000007155,20240914,1,,906,2156,2839,FULFILLED,22800.0,4788.0,0.0,27588.0
7157,1000007156,20250927,2,4,1041,3142,4,FULFILLED,78300.0,16443.0,0.0,94743.0
7158,1000007157,20240928,2,4,94,,4,FULFILLED,79200.0,16632.0,0.0,95832.0
7159,1000007158,20250823,2,2,1224,2815,2,FULFILLED,45000.0,9450.0,0.0,54450.0
7160,1000007159,20240929,1,,1026,397,2179,PAID,42750.0,8977.5,900.0,52627.5
7161,1000007160,20241023,2,4,223,,4,FULFILLED,16170.0,3395.7,0.0,19565.7
7162,1000007161,20240622,1,,1030,,1431,FULFILLED,11400.0,2394.0,1200.0,14994.0
7163,1000007162,20250520,2,2,1458,1027,2,PAID,10800.0,2268.0,0.0,13068.0
7164,1000007163,20240118,2,2,1180,885,2,FULFILLED,45927.0,9644.67,0.0,55571.67
7165,1000007164,20241024,1,,1498,2319,802,FULFILLED,24300.0,5103.0,900.0,30303.0
7166,1000007165,20240925,1,,771,,2389,REFUNDED,15675.0,3291.75,900.0,19866.75
7167,1000007166,20240614,1,,414,2437,209,FULFILLED,27000.0,5670.0,900.0,33570.0
7168,1000007167,20250210,2,2,705,1909,2,FULFILLED,64140.0,13469.4,0.0,77609.4
7169,1000007168,20250109,1,,1282,929,2896,FULFILLED,37800.0,7938.0,0.0,45738.0
7170,1000007169,20250911,1,,713,2762,2487,PAID,11400.0,2394.0,1200.0,14994.0
7171,1000007170,20250402,1,,737,2175,2471,FULFILLED,51000.0,10710.0,900.0,62610.0
7172,1000007171,20250126,2,3,1337,1759,3,FULFILLED,22800.0,4788.0,0.0,27588.0
7173,1000007172,20250712,1,,1060,251,2860,FULFILLED,47250.0,9922.5,900.0,58072.5
7174,1000007173,20250114,2,1,1100,1025,1,FULFILLED,29160.0,6123.6,0.0,35283.6
7175,1000007174,20250101,1,,719,1545,2123,FULFILLED,35910.0,7541.1,1200.0,44651.1
7176,1000007175,20250103,1,,1450,1380,1837,FULFILLED,60000.0,12600.0,900.0,73500.0
7177,1000007176,20240904,1,,176,2735,2815,FULFILLED,23520.0,4939.2,0.0,28459.2
7178,1000007177,20250408,1,,756,1491,723,PAID,9720.0,2041.2,1200.0,12961.2
7179,1000007178,20241013,2,1,1246,557,1,FULFILLED,41362.5,8686.12,0.0,50048.62
7180,1000007179,20250227,1,,383,2435,754,REFUNDED,115650.0,24286.5,900.0,140836.5
7181,1000007180,20250202,2,2,1463,2236,2,REFUNDED,40500.0,8505.0,0.0,49005.0
7182,1000007181,20240229,1,,1177,2446,3002,FULFILLED,46740.0,9815.4,900.0,57455.4
7183,1000007182,20250516,2,1,321,808,1,FULFILLED,10260.0,2154.6,0.0,12414.6
7184,1000007183,20240718,2,1,130,2320,1,FULFILLED,64680.0,13582.8,0.0,78262.8
7185,1000007184,20240222,2,3,1083,691,3,FULFILLED,10800.0,2268.0,0.0,13068.0
7186,1000007185,20250122,1,,1161,257,3168,FULFILLED,23160.0,4863.6,1200.0,29223.6
7187,1000007186,20240403,2,2,785,950,2,CANCELLED,41760.0,8769.6,0.0,50529.6
7188,1000007187,20240101,1,,487,2561,1689,PAID,24000.0,5040.0,1200.0,30240.0
7189,1000007188,20241224,1,,306,1821,2687,FULFILLED,30000.0,6300.0,1500.0,37800.0
7190,1000007189,20240705,2,4,1062,,4,FULFILLED,24000.0,5040.0,0.0,29040.0
7191,1000007190,20240523,2,1,1356,,1,PAID,32400.0,6804.0,0.0,39204.0
7192,1000007191,20241122,1,,709,,618,PAID,49500.0,10395.0,900.0,60795.0
7193,1000007192,20250423,1,,524,1782,2743,FULFILLED,39600.0,8316.0,1500.0,49416.0
7194,1000007193,20241119,2,1,1063,1513,1,FULFILLED,52200.0,10962.0,0.0,63162.0
7195,1000007194,20240203,1,,1149,446,2124,FULFILLED,10584.0,2222.64,900.0,13706.64
7196,1000007195,20240627,2,4,552,103,4,FULFILLED,21600.0,4536.0,0.0,26136.0
7197,1000007196,20240903,2,3,1011,,3,FULFILLED,15000.0,3150.0,0.0,18150.0
7198,1000007197,20250612,1,,896,2062,2072,FULFILLED,67800.0,14238.0,1200.0,83238.0
7199,1000007198,20241012,1,,762,3073,2407,FULFILLED,58248.0,12232.08,900.0,71380.08
7200,1000007199,20250111,2,3,812,2071,3,FULFILLED,60435.0,12691.35,0.0,73126.35
7201,1000007200,20240417,1,,785,292,3051,FULFILLED,47250.0,9922.5,900.0,58072.5
7202,1000007201,20250123,2,4,1088,606,4,PAID,13500.0,2835.0,0.0,16335.0
7203,1000007202,20250125,2,2,137,2792,2,FULFILLED,32340.0,6791.4,0.0,39131.4
7204,1000007203,20241029,1,,1341,1525,1783,FULFILLED,32400.0,6804.0,900.0,40104.0
7205,1000007204,20241115,1,,790,2138,2284,FULFILLED,52050.0,10930.5,900.0,63880.5
7206,1000007205,20250311,1,,194,1136,2987,FULFILLED,10260.0,2154.6,1200.0,13614.6
7207,1000007206,20250313,1,,1373,3033,2083,FULFILLED,12600.0,2646.0,1200.0,16446.0
7208,1000007207,20250819,2,4,754,,4,FULFILLED,11400.0,2394.0,0.0,13794.0
7209,1000007208,20250606,1,,841,582,1228,FULFILLED,21168.0,4445.28,900.0,26513.28
7210,1000007209,20250123,1,,1292,3134,2651,CANCELLED,26010.0,5462.1,1200.0,32672.1
7211,1000007210,20250428,1,,1300,,2764,FULFILLED,21168.0,4445.28,0.0,25613.28
7212,1000007211,20250604,2,4,1059,,4,FULFILLED,35280.0,7408.8,0.0,42688.8
7213,1000007212,20250819,2,2,1420,1898,2,FULFILLED,60322.5,12667.72,0.0,72990.22
7214,1000007213,20250605,1,,1099,,3140,FULFILLED,10800.0,2268.0,900.0,13968.0
7215,1000007214,20250528,1,,219,,1451,PAID,20520.0,4309.2,900.0,25729.2
7216,1000007215,20241213,2,4,516,2236,4,CANCELLED,15000.0,3150.0,0.0,18150.0
7217,1000007216,20241223,2,2,355,2026,2,PAID,21600.0,4536.0,0.0,26136.0
7218,1000007217,20241122,1,,1448,6,977,FULFILLED,76734.0,16114.14,1500.0,94348.14
7219,1000007218,20240806,2,1,821,,1,FULFILLED,29700.0,6237.0,0.0,35937.0
7220,1000007219,20250713,1,,1494,1859,2321,PAID,32400.0,6804.0,900.0,40104.0
7221,1000007220,20240705,1,,1265,1619,1470,FULFILLED,35280.0,7408.8,0.0,42688.8
7222,1000007221,20250730,1,,901,235,89,FULFILLED,51900.0,10899.0,1200.0,63999.0
7223,1000007222,20250113,1,,1268,3027,799,FULFILLED,44700.0,9387.0,0.0,54087.0
7224,1000007223,20250615,2,4,692,,4,FULFILLED,32400.0,6804.0,0.0,39204.0
7225,1000007224,20250519,1,,1497,1640,589,PAID,15435.0,3241.35,1500.0,20176.35
7226,1000007225,20250303,1,,1104,2382,3139,FULFILLED,10800.0,2268.0,1500.0,14568.0
7227,1000007226,20240708,1,,862,437,18,FULFILLED,32340.0,6791.4,900.0,40031.4
7228,1000007227,20250820,2,3,535,1528,3,FULFILLED,36000.0,7560.0,0.0,43560.0
7229,1000007228,20240127,1,,281,3085,124,FULFILLED,32400.0,6804.0,0.0,39204.0
7230,1000007229,20250601,1,,629,1797,1161,FULFILLED,15435.0,3241.35,1500.0,20176.35
7231,1000007230,20250920,1,,1161,741,2947,CANCELLED,57240.0,12020.4,900.0,70160.4
7232,1000007231,20250302,2,4,826,859,4,FULFILLED,48450.0,10174.5,0.0,58624.5
7233,1000007232,20241208,2,3,890,2449,3,FULFILLED,34740.0,7295.4,0.0,42035.4
7234,1000007233,20240526,1,,333,1305,836,PAID,54000.0,11340.0,1200.0,66540.0
7235,1000007234,20240825,1,,894,53,2172,FULFILLED,29250.0,6142.5,1200.0,36592.5
7236,1000007235,20250730,2,3,994,104,3,FULFILLED,28500.0,5985.0,0.0,34485.0
7237,1000007236,20240719,1,,936,2094,1415,FULFILLED,64950.0,13639.5,1500.0,80089.5
